51.854419355737534, -2.478673985019906 The Miners' Font and Tower of Abenhall Church https://www.agincourt600.com/2015/12/07/the-forest-of-dean-and-sir-john-greyndour-d-1416/ According to local legend, the 15th-century font and tower improvements at St Michael's Church in Abenhall were funded and presented by Forest of Dean freeminers to commemorate their perilous service in the French wars and the Battle of Agincourt. #folklore#font
51.83423727548119, -1.873137874690384 The Thief and the Hangman's Stone https://www.fulltextarchive.com/book/A-Cotswold-Village/ A sheep stealer carrying a stolen animal tied around his neck met a fatal end when he rested his burden on a wayside stone that unexpectedly rolled the sheep over, hanging the thief. #folklore
51.751916836983234, -2.141020101113374 The Legend of the Bisley Boy https://www.haunted-britain.com/bisley-church.htm According to local folklore, young Princess Elizabeth died while staying in Bisley during a plague outbreak and was secretly replaced by a local boy who went on to reign as Queen Elizabeth I. #folklore
51.89946559999178, -1.635498912664256 The River Crossing Cure for Whooping Cough https://www.gloucestershirepubs.co.uk/pubs/kings-head-the-green-bledington/ Local tradition held that crossing the River Evenlode between Kingham and Bledington possessed the miraculous power to cure whooping cough. This folk belief was closely tied to the rural heritage of the border parish. #folklore#medicine#approx
51.87030303243379, -2.1722554462551495 The Wandering Stones of Churchdown Hill https://www.themodernantiquarian.com/site/9756/churchdown-hill When parishioners attempted to build a church on a convenient lowland site, nocturnal forces repeatedly transported all the construction materials to the steep summit of the hill. Interpreting this as a divine mandate, the builders abandoned the original plan and erected St. Bartholomew's Church on the heights. #folklore#relocation
51.721448483644814, -1.9562487037346412 The Underground Chambers of Torbarrow Hill https://britishfolklore.com/torbarrow-hill/ Two gravel diggers near Cirencester discovered hidden underground chambers beneath a prehistoric mound guarded by a hostile automaton, only for the subterranean complex to collapse upon their return. #folklore
51.75024594461945, -2.3162445380103875 The Stolen Bells of Eastington https://ecn.eastington.website/2022/10/01/the-intriguing-story-of-eastingtons-church-bells/ An old local legend maintains that the village church of Eastington once possessed a peal of six bells which were stolen by stealthy night-raiders from neighbouring Stonehouse to hang in their own tower. #folklore#bell
51.74643773697393, -1.7087751446322574 The Legend of the Twin Churches of Eastleach https://www.britainexpress.com/counties/glouces/churches/eastleach-turville.htm Local folklore attributes the construction of the two medieval churches facing each other across the River Leach to a bitter feud between two sisters who refused to share a place of worship. #folklore#church
52.05804974209461, -1.7336071841023373 The Foolish Tower of Ebrington https://www.greatbritishlife.co.uk/magazines/cotswold/26291607.strange-tales-summer-gloucestershire-wiltshire/ Convinced their church tower was too short and could be moved to higher ground, the villagers of Ebrington attempted to push it up the hill after stacking their coats on the ground. While they strained against the stone, a prankster stole their garments, leading the villagers to believe they had successfully shoved the massive tower right on top of their coats. #folklore
51.80924063721559, -2.0490571693603536 The Dragon Stops and Dovecote of Elkstone Church https://elkstoneparish.gov.uk/elkstone-church/ Perched nearly 1,000 feet above sea level in the Cotswolds, the 12th-century Church of St John the Evangelist in Elkstone is rich in medieval architectural folklore, featuring dragon-head stops, a rare chancel dovecote, and stone carvings reflecting ancient legends of St John. #folklore#pagan-stone
51.83657089666757, -2.4514632040285083 The Lost Fiddler of the Flaxley Abbey Tunnel https://www.icysedgwick.com/folklore-of-tunnels/ A local fiddler entered a subterranean passage running between Old Grange and Flaxley Abbey to test the route while playing music for his friends above, but vanished without a trace when his tune abruptly stopped near Fiddler's Copse. #folklore#tunnel
51.946216296401275, -2.2545017175253457 The Legend of the Pauncefoot Tomb https://www.hasfield.org.uk/features-and-history St Mary's Church in Hasfield preserves the historic tomb of the Pauncefoot family, which is tied to a local legend of profound fidelity and sacrifice where a noble lady surrendered her right hand as ransom for her captured husband. #folklore
51.8894630786703, -1.8620281016174918 The Golden Coffin of Notgrove Long Barrow http://www.stone-circles.org.uk/stone/notgrove.htm Local folklore maintains that the ancient Neolithic long barrow in Notgrove hides a magnificent coffin made entirely of solid gold. Despite multiple archaeological excavations, no precious metal was ever discovered within the stone chambers. #folklore#barrow
51.71020960602657, -2.299592330017604 The Moving Stones and Screaming Wall of Nympsfield Long Barrow https://www.mysteriesofmercia.com/post/uley-long-barrow-nympsfield-long-barrow Local folklore tells of the neolithic Nympsfield Long Barrow as a shunned leper hospice where the stones mysteriously roll down into the valley at night, and recounts the terror of a villager who stole a slab for his wall. #folklore
51.76878473369413, -2.5523636579796523 The Beast of Dean https://en.wikipedia.org/wiki/Beast_of_Dean In 1802, farmers and residents from the village of Parkend organized an expedition into the surrounding woods to hunt a monstrous, giant wild boar that was reportedly felling trees and flattening fences. #boar#folklore
51.674460637417134, -2.098780259025951 The Golden Coffin of Windmill Tump https://www.greatbritishlife.co.uk/magazines/cotswold/25978088.myths-legends-old-cotswolds-burial-mounds/ Local folklore surrounding the Windmill Tump burial mound near Rodmarton long maintained that the ancient prehistoric structure concealed a hidden coffin made of solid gold. #barrow#folklore
51.66923329991998, -1.9648149163662976 The Solitary Grave of Shorncote https://www.visitchurches.org.uk/visit/our-churches/all-saints-church-shorncote-gloucestershire According to local legend, the single grave standing in the waterlogged churchyard of All Saints' Church in Shorncote belongs to a young boy who drowned in the surrounding marshes. #folklore#church
51.657090667911376, -2.457740555710051 The Penance of Stone Church https://www.allsaints-stone.co.uk/history.html In 1388, four churchwardens from Stone were convicted of perjury after a bitter legal dispute with the Vicar of Berkeley and were sentenced to walk semi-nude around their village church carrying heavy wax candles. #folklore#church
51.93005410491803, -1.7238529609033189 The Christmas Snow Foresters and the Talking Kitten https://www.darkoxfordshire.co.uk/explore/christmas-ghosts-and-talking-cats-at-idbury-woods/ On Christmas Eve, a group of travellers lost in a blizzard near Idbury while heading toward Stow-on-the-Wold were harassed by ghostly snow foresters until a mysterious white kitten guided them to safety through the sound of church bells. #folklore#church
52.94244793741738, 1.2326444970416177 The Legend of Organ Beck https://www.northnorfolknews.co.uk/news/22811247.weird-norfolk-lies-beneath-organ-beck-beeston-regis/ A mysterious water-filled quarry pit in Beeston Regis is said to conceal a church pump-organ in its depths. Local belief holds that the pool is entirely bottomless, connecting directly to Satan's lair. #folklore
